epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
171,5938.9,0.52859,0.38237,0.93236,0.93841,0.80194,0.87731,0.61293,1.0505,0.55903,1.20725,0.000113169,0.000113169,0.000113169
172,5973.47,0.52559,0.38539,0.93237,0.95436,0.79645,0.87741,0.61492,1.05026,0.55636,1.20838,0.000109635,0.000109635,0.000109635
173,6007.77,0.51929,0.3808,0.93419,0.95607,0.79258,0.87625,0.61489,1.04981,0.55375,1.20954,0.0001061,0.0001061,0.0001061
174,6041.77,0.5224,0.38259,0.92798,0.95809,0.7952,0.8783,0.61628,1.05342,0.55148,1.21373,0.000102566,0.000102566,0.000102566
175,6076.12,0.52253,0.38122,0.92885,0.94423,0.79688,0.87369,0.61544,1.04462,0.55664,1.21691,9.90318e-05,9.90318e-05,9.90318e-05
176,6109.83,0.52376,0.38073,0.92829,0.94074,0.80229,0.87808,0.61563,1.04871,0.55484,1.2222,9.54975e-05,9.54975e-05,9.54975e-05
177,6142.97,0.52107,0.37878,0.92767,0.94859,0.79574,0.87832,0.61706,1.04321,0.55585,1.21431,9.19632e-05,9.19632e-05,9.19632e-05
178,6177.66,0.51965,0.37604,0.92651,0.95672,0.78762,0.87963,0.6181,1.04247,0.54316,1.21507,8.84289e-05,8.84289e-05,8.84289e-05
179,6210.52,0.52528,0.38155,0.92897,0.95093,0.79538,0.87848,0.61583,1.03848,0.54366,1.20732,8.48946e-05,8.48946e-05,8.48946e-05
180,6242.85,0.52129,0.37533,0.92831,0.95349,0.79191,0.87941,0.62035,1.03894,0.54915,1.20475,8.13603e-05,8.13603e-05,8.13603e-05
181,6275.48,0.5109,0.37119,0.9246,0.95639,0.7911,0.87633,0.61706,1.04327,0.54742,1.20923,7.7826e-05,7.7826e-05,7.7826e-05
182,6307.95,0.51369,0.37606,0.92516,0.93571,0.80074,0.87669,0.62043,1.03925,0.54751,1.20676,7.42917e-05,7.42917e-05,7.42917e-05
183,6340.72,0.51237,0.37331,0.92595,0.92651,0.8136,0.87726,0.62123,1.03611,0.54382,1.20796,7.07574e-05,7.07574e-05,7.07574e-05
184,6373.44,0.51435,0.37424,0.92629,0.92519,0.81536,0.8773,0.61984,1.04167,0.54691,1.20941,6.72231e-05,6.72231e-05,6.72231e-05
185,6406.68,0.51562,0.37243,0.92337,0.95191,0.79825,0.87763,0.62492,1.03774,0.54954,1.20788,6.36888e-05,6.36888e-05,6.36888e-05
186,6440.18,0.51219,0.37276,0.92287,0.95537,0.79645,0.87872,0.6231,1.04508,0.55469,1.21511,6.01545e-05,6.01545e-05,6.01545e-05
187,6472.96,0.51044,0.37009,0.92413,0.96039,0.79047,0.87668,0.62307,1.04714,0.55293,1.21741,5.66202e-05,5.66202e-05,5.66202e-05
188,6506.38,0.5098,0.37053,0.92224,0.91996,0.81026,0.87735,0.62071,1.04812,0.55373,1.21901,5.30859e-05,5.30859e-05,5.30859e-05
189,6538.34,0.50622,0.36904,0.92615,0.92173,0.80891,0.87542,0.62005,1.05181,0.5564,1.22061,4.95516e-05,4.95516e-05,4.95516e-05
190,6570.48,0.50673,0.36592,0.92116,0.95029,0.79824,0.87463,0.61947,1.05088,0.55186,1.22209,4.60173e-05,4.60173e-05,4.60173e-05
191,6644.75,0.50896,0.32117,0.90622,0.94965,0.7937,0.86948,0.61224,1.05338,0.54715,1.22479,4.2483e-05,4.2483e-05,4.2483e-05
192,6676.59,0.49118,0.30995,0.90156,0.93393,0.8026,0.87302,0.60819,1.06149,0.55045,1.23326,3.89487e-05,3.89487e-05,3.89487e-05
193,6707.9,0.49013,0.30918,0.9033,0.94791,0.79513,0.87633,0.60795,1.06427,0.54854,1.23745,3.54144e-05,3.54144e-05,3.54144e-05
194,6739.56,0.4813,0.30187,0.89436,0.93808,0.80182,0.87313,0.60998,1.05955,0.54647,1.23241,3.18801e-05,3.18801e-05,3.18801e-05
195,6770.56,0.48357,0.30591,0.90438,0.9394,0.8026,0.87405,0.61099,1.06493,0.54693,1.23573,2.83458e-05,2.83458e-05,2.83458e-05
196,6803.34,0.47882,0.30244,0.89898,0.94031,0.80648,0.8753,0.61126,1.06386,0.5442,1.23528,2.48115e-05,2.48115e-05,2.48115e-05
197,6835.29,0.47562,0.29795,0.89457,0.9347,0.80818,0.87452,0.61451,1.06454,0.54479,1.23791,2.12772e-05,2.12772e-05,2.12772e-05
198,6867.32,0.47273,0.29826,0.8957,0.9405,0.8019,0.8758,0.61458,1.0623,0.54263,1.23756,1.77429e-05,1.77429e-05,1.77429e-05
199,6898.63,0.47375,0.29924,0.8941,0.94005,0.80121,0.87568,0.61436,1.06131,0.54188,1.23564,1.42086e-05,1.42086e-05,1.42086e-05
200,6930.06,0.47279,0.29951,0.89474,0.95,0.7975,0.87671,0.61517,1.06122,0.54141,1.23385,1.06743e-05,1.06743e-05,1.06743e-05
